eval/burnt trees,eval/std_of_mean_reward,eval/mean_ep_length,eval/mean_reward,eval/mean_burnt trees,ID,group,name,algo,team size,eval team size,seed,eval_seed,job_type,partial_obs,batch_size,train/mean_reward,train/std_of_mean_reward,train/burnt trees,train/mean_ep_length,_total_timesteps
0.7851239669421488,0.0,25.0,-2.809349173553719,0.7851239669421488,n5h1sh8f,10_13_obs_6_883c7b78dc,vdn,vdn,10,10,8001,3456.0,test,True,32.0,-2.4697890475258135,0.6599409405007021,309.6446280991739,24.982543640897756,
0.11570247933884298,0.0,4.0,1.1578512396694216,0.11570247933884298,9n1uo84w,10_13_obs_6_234f566047,vdn,vdn,10,10,8001,3456.0,test,True,32.0,-0.47697657189694637,0.9832035138213585,250.12396694214885,23.5,
0.6446280991735537,0.0,25.0,-1.6095299586776861,0.6446280991735537,sa8h8mv3,10_13_obs_10_5304f6f6b0,qmix_ns,qmix_ns,10,10,3456,3456.0,train,True,32.0,-1.672247341765773,0.9981759853010409,283.8512396694216,24.39512195121951,
0.8512396694214877,0.0,25.0,-2.302479338842975,0.8512396694214877,0myf75ch,10_13_obs_10_4d52f90378,iql_ns,iql_ns,10,10,3456,8007.0,test,True,32.0,,,,,
0.6033057851239669,0.0,25.0,-1.0044938016528924,0.6033057851239669,js7sm9hm,10_13_obs_10_bcf022cf4a,iql_ns,iql_ns,10,10,3456,2004.0,test,True,32.0,,,,,
0.7107438016528925,0.0,25.0,-1.6185433884297522,0.7107438016528925,nmcq6nuv,10_13_obs_10_426d5f7959,iql_ns,iql_ns,10,10,3456,3456.0,test,True,32.0,,,,,
0.8512396694214877,0.0,25.0,-2.302479338842975,0.8512396694214877,oexnqeli,10_13_obs_6_17a7c580fd,iql_ns,iql_ns,10,10,3456,8007.0,test,True,32.0,,,,,
0.6033057851239669,0.0,25.0,-1.0044938016528924,0.6033057851239669,yvng1x92,10_13_obs_6_49f5baa219,iql_ns,iql_ns,10,10,3456,2004.0,test,True,32.0,,,,,
0.7107438016528925,0.0,25.0,-1.6185433884297522,0.7107438016528925,f88oqzj0,10_13_obs_6_8bf7bafa9e,iql_ns,iql_ns,10,10,3456,3456.0,test,True,32.0,,,,,
0.8512396694214877,0.0,25.0,-2.302479338842975,0.8512396694214877,csdi1dxe,10_13_obs_13_75d73759f6,iql_ns,iql_ns,10,10,3456,8007.0,test,False,32.0,,,,,
